Korean,Spanish
상관없어,No me importa
쓴,escrito
같아서,Lo mismo
일어난,Creciente
하네,Está
자리에,En su lugar
고맙네,Gracias
돈은,Dinero
better,mejor
안으로,en
느낄,Sentimiento
말이오,quiero decir
명이,Mío
없나요,¿No hay
고통을,Dolor
놈들,Tipo
마크,Marca
적은,pocos
그녀,ella
시간에,A tiempo
이만,todo esto
있거든요,lo tengo
내내,todo el tiempo
긴,largo
곳은,Lugar
나오는,Anticuado
잡을,Tomar
되요,Asi que
메리,alegre
좋아해요,me gusta
하나는,El que es
좋아하지,Me gusta
얘기하고,Hablando
친한,amigable
여기까지,Hasta aquí
알아야,Debe saber
있네요,Hay
일어날,Despierta
버려,tirar a la basura
사랑에,enamorado
싶어서,Yo quiero
실수를,Error
아저씨가,Tío
곳에서,En su lugar
만나,reunir
같네,Lo mismo
사건,Incidente
크리스마스,Navidad
물론이지,Por supuesto
자기야,bebé
없었다,No había
들을,Escuchar
애야,Aya
배를,Estómago
sure,Por supuesto
셰퍼드,Pastor
심지어,incluso
실은,Realmente
오늘밤,Esta noche
뭐해,qué haces
올게,vendré
덜,Menos
분은,Minuto
넣어,Poner
great,Excelente
boy,Chico
아무튼,De todos modos
몰랐어요,yo no lo sabía
있었습니다,Fue
아니었어요,No fue
말했어,Yo dije
구할,Objeción
전엔,Antes
정신이,Espíritu
있었고,Había
손이,Mano
도와줘요,Ayúdame
주면,Fideos
미안하지만,perdón pero
당신들,Tú
팔,ocho
모든게,Todo
생각할,Pensar en
모든걸,Todo
들려,puedo oír
받는,tema
부인이,Esposa
영화,película
everyone,Todo el mundo
죽이지,Matar
죽이는,asesinato
자식이,Niño
기다리는,esperando
강한,fuerte
힘이,fuerza
되나요,Lo es
비행기,avión
슬론,Chapoteo
그러세요,Por favor
내겐,Yo
나올,Salga
자넬,Zinel
생각도,Pensamiento
그러게,lo sé
근처에,Cerca
같군,Lo mismo
하나를,Una
모르지만,No sé
때문이야,Porque
전쟁을,Guerra
아파,herir
after,después
왔는데,yo vine
말해줘,dime
먼,lejos
똑바로,vertical
몸에,En el cuerpo
feel,Sentir
상처를,Heridas
온다,venir
없네요,No
원치,Cuenca
몰랐어,yo no lo sabía
않지,No
처음부터,Desde el principio
대니,Danny
것과,Y
wait,Espere
another,Otro
모르겠네요,No sé
safe,seguro
돌려,Giro
길이,longitud
원한다면,Si tu quieres
채,palo
들어가서,En
인간,humano
중입니다,estoy en
셔먼,Sherman
있단,En
danny,danny
미쳤어,es una locura
받지,Recepción
remember,RECUERDA
보자고,Vamos a ver
있겠어,Debe haber
신의,fe
가능성이,posibilidad
엄마랑,Con mamá
어젯밤,de la misma
따라와,Seguir
이후로,después
그들,a ellos
실제로,en realidad
가라,bueno
상황을,La situación
차가,coche
쪽으로,hacia
지도,mapa
팀,equipo
도와주세요,Ayuda
더러운,sucio
그러다,Después
몰래,a hurtadillas
하루종일,Todo el dia
그땐,Después
장,página
피,sangre
돼서,Como
가끔은,Algunas veces
대화를,Conversación
밤새,Durante la noche
애들을,Niños
miss,SEÑORITA
검사를,Inspección
어서요,Vamos
아기가,Bebé
맨날,todos los días
리,sotavento
관심,Atención
처음으로,Por primera vez
모르겠다,no sé
비밀을,Secreto
라는,en
않죠,No
stay,Quedarse
즉시,Inmediatamente
행운을,Buena suerte
old,Antiguo
보낸,Enviado
school,escuela
못하고,Desafortunadamente
물을,el agua
de,Delaware
한데,Una
earth,Tierra
얘긴,Habló
미안하다,perdón
약속을,promesa
아무래도,Quizás
개가,un perro
좋은데,Bueno
줄은,Línea
캣니스,Gatidez
인간이,Seres humanos
pas,PAS
얻을,obtener
입을,Boca
아버지의,Padre
아래,por debajo
것만,Solamente
상태가,Estado
배가,Mi estomago
수술실에,En el quirófano
생각했어,Pensé
과장님이,El gerente
괜히,en vano
모른다,no sé
적도,ecuador
talk,Hablar
거라면,Si esto es
위로,consuelo
봅시다,vamos a ver
좀더,más
없으니까,Porque no hay
중이에요,estoy dentro
믿어요,creer
아직은,No todavía
치료를,Tratamiento
gone,desaparecido
사람과,Hombre
걸어,caminar
같애,Lo mismo
싶은데,Yo quiero
향해,hacia
쉬운,fácil
이지가,Lee Ji -Ga
forest,Bosque
뭐든지,cualquier cosa
가르쳐,enseñar
그치만,Sí
걸린,colgando
당신들이,Ustedes
간다고,Yendo
생일,cumpleaños
따르면,de acuerdo a
볼까,Vamos a ver
three,Tres
live,Vivir
행복한,contento
무서운,aterrador
안전한,seguro
다음엔,La próxima vez
또는,o
어렸을,era joven
결과를,El resultado
싶었어,Quería
했나,Acaso tú
은,plata
버크가,Burke
죄송하지만,Lo siento
및,y
그녀에게,a ella
되겠지,Será
end,final
그치,No es
보죠,Míralo
남편은,Mi esposo
봤는데,yo lo vi
주십시오,Por favor damelo
확인,Confirmar
이리로,Asi que
밑에,por debajo
고,Vamos
검은,negro
있었는지,Estaba allí
드릴까요,Te gustaría
들어갈,Ingresó
되게,muy
개를,Perro
아닐,No
자네를,Tú
ah,Ahorcado
어젯밤에,Anoche
비밀,secreto
있겠죠,Debe ser
그런거,Que
전에는,tarde
있단다,Esta ahí
lot,lote
못했어,no puedo
찾아야,Necesito encontrar
many,Muchos
갑니다,yendo
오른쪽,Lado derecho
이놈아,Oye
된다는,Ser - estar
말했잖아,Te dije
이해할,Comprensión
오신,Sinceridad
이제는,ahora
예전에,Antes
걸세,Alto
하던,Calabozo
준비해,Preparado
있군,Ahí
담배,tabaco
얘는,Éste
미안합니다,Lo siento
있다고요,Hay
한거야,Lo hice
리가,Liga
이곳에,Aquí
하겠습니다,lo haré
이동,Muevete
모르죠,No sé
감히,atrevimiento
많아요,muchos
죽였어,Delicado
배포,distribuir
전해,el año anterior
사람에게,Al hombre
떠나,abandonar
걸릴,Capturado
바람,viento
좋네요,Es bueno
wouldn,Lo haría
즐거운,contento
찾았어,Lo encontré
뭐라구요,qué
내놔,Dame
probably,probable
빨간,Rojo
어떡해,Qué debemos hacer
바라는,Deseado
개의,perrito
왼쪽,izquierda
것으로,Con
너희가,Tú
left,Izquierda
감옥에,En la cárcel
소식을,Noticias
불,fuego
손으로,manualmente
게임,juego
포,pho
애들은,Los niños
안나,Anna
너희들은,Ustedes
ask,PEDIR
드릴,taladro
누군가를,Alguien
감정을,Emociones
맞다,Correcto
하나의,Único
else,más
나가요,Salir
언제부터,Desde cuando
들은,Escuchó
루이,Louis
왓슨,Watson
무서워,asustado
얼굴에,En la cara
지금부터,De aquí en adelante
로,como
가자고,Vamos
비가,elegía
기억해,recuerda
때부터,De vez en cuando
최악의,El peor
관심이,Interés
즉,En otras palabras
이러는,Como esto
matter,Asunto
haven,refugio
pink,rosado
따로,por separado
없군,No
왔지,Aquí
맥스,Máximo
팔을,Brazos
싶을,Yo quiero
않지만,Yo no
bad,MALO
법을,Ley
데려가,Tómalo
죽기,Muriendo
누구죠,Quien es
인간의,de los humanos
높은,Alto
뜻이야,Significa
있고요,Hay
봐도,Incluso
뭔데요,Qué es
shut,cerrado
질문,Preguntas
하나요,Una
가까운,cerca
나무,árbol
암,cáncer
씨는,Semilla
seen,visto
talking,Hablando
인턴,Interno
same,Mismo
courtney,Courtney
제기랄,Mierda
결과가,El resultado
필요합니다,Requerido
좋게,bueno
believe,Creer
얘기할,Hablar
보낼,Enviando
데릭이,Derek
물이,agua es
제임스,Jaime
의해,debido a
보니까,Visto
계신,Creyente
없나,No hay
잘못이,Equivocado
찾았어요,Lo encontré
나요,Soy yo
마이크,Micrófono
형이,Hermano
오빠가,Hermano
무척,muy
whole,Entero
내말은,Lo que estoy diciendo es
came,Vino
하러,que hacer
일하고,Trabajar
됐습니다,Obstáculo
만세,Viva
질문을,Pregunta
술을,alcohol
섹스,sexo
잘하고,Bien
것들을,Cosas
집이,casa es
끌고,Arrastrar
물건을,artículo
run,correr
try,árbol
늙은,antiguo
남아,Quédate
original,Original
학교에서,En la escuela
자격이,Calificado
자식아,Niño
결혼을,Matrimonio
첫번째,Primero
lt,teniente
어디야,Dónde estás
선물을,Regalo
친구는,Amigos
정말이야,En realidad
있어도,Incluso si hay
있는게,Lo es
도,hacer
반가워요,Encantada de conocerte
끝난,hecho
괜찮지,Estás bien
싶었어요,Quería
알렌,Allen
맘대로,Lo que quieras
nice,bonito
있다가,luego
걸까,Lo será
보라고,Míralo
거잖아요,Eso es todo
줄까,¿Debo darte
정도는,La licenciatura
엄마도,Mamá también
아니라면,A no ser que
자네의,Tú
아파요,enfermo
처음엔,en primer lugar
거여,Remo
나머지,Resto
좋죠,Bueno
이길,Victorioso
뭡니까,Qué es
생각합니다,pienso
갈까,Debo ir
이걸로,Con este
됐죠,De acuerdo
발,pie
이상해,Extraño
점심,comida
붙어,palo
lost,Perdió
하셨어요,Lo hiciste
음식을,alimento
그와,Con
연락,Comunicación
오케이,OK
friend,Amigo
오늘이,Este Dia
lady,Dama
끝나면,Al final
우리와,Con nosotros
더는,Más
당연하죠,Absolutamente
가야지,tengo que ir
아내,esposa
사람이에요,soy una persona
가기,Yendo
마침내,Finalmente
다음은,Siguiente
해줘요,Hazlo
나만,solo yo
마약,droga
깊은,profundo
아시죠,sabes
무기를,Arma
환영합니다,bienvenidos
누구지,Quién es
출처를,Fuente
mother,Madre
웬,wen
죽음을,Muerte
삼촌,tío
말인지,Cognición
가슴,cofre
next,próximo
힘들어,agotador
곳,lugar
말로,En palabras
올게요,vendré
나보다,que yo
않나요,¿No es?
생겼어,Lo tengo
수술실에서,En el quirófano
않았습니다,No hice
army,ejército
똑똑한,inteligente
말해야,Tengo que decir
찰리,Charlie
세상은,El mundo
쟤가,Vamos
생각했는데,Pensé
놈들은,Tipo
발사,lanzar
fire,Fuego
귀여운,lindo
톰,Tomás
이따,luego
스튜,guiso
소릴,Truco
grace,gracia
아주머니,señora mayor
미래를,El futuro
actually,Realmente
입은,Impulsado
만나고,Reunir
든,Todos
best,mejor
치프가,Jefe
아휴,Uf
싸울,Lucha
아이들이,los niños son
별거,separación
수밖에,Inevitablemente
뭐냐,Qué
쪽,lado
찾지,Hallazgo
평범한,Normal
사람한테,A una persona
baby,bebé
세계,mundo
것들,aquellos
여기선,Aquí
친구야,amigo
전에도,Antes
셜록,Sherlock
싱크,Pileta
너무나,también
배포시,Cuando se distribuye
괜찮습니다,está bien
갈래,Nos vamos
섹스를,Sexo
났어,Era
보내고,Mándalo
나에,Mi
죄를,Pecado
확인해,revisalo
나가는,extrovertido
불을,Fuego
모릅니다,no sé
확실해,Está seguro
뜻은,Sentido
친구들이,Amigos
사건을,El caso
싶습니다,Me gustaría
형은,El hermano
종양이,Tumor
말게,Despecho
잠을,Dormir
명의,Nombre
생각에,pienso
사랑은,Amor es
테디,Osito de peluche
아빤,Un ventilador
있겠어요,debo ser
됐네,De esa manera
녀석은,Tipo
오래된,antiguo
능력을,Capacidad
미란다,Miranda
올려,Subir
fight,Lucha
trees,trrees
이지는,Este
아기는,Bebé
마셔,beber
위치를,Ubicación
데니,Denny
베일리가,Muralla exterior
줘야,Tengo que darlo
oswald,Oswald
선을,Línea
싸우는,Lucha
만나는,Reunión
말하자면,como si fuera
번역,traducción
믿는,Creído
wanted,Querido
이것이,este
이해해,entiendo
뭔가가,Alguna cosa
찾아서,En busca de
피바디,Pivón
맞았어,Estás bien
있을지,O
대부분,la mayoría
그들에게,A ellos
inside,En el interior
자리,Asiento
끝났어요,Se hace
저에게,a mi
누구나,todo el mundo
상처,herida
전까지,Antes
걔는,Ella es
아는데,lo sé
꼬마,Poco
반,mitad
뿐이지,Solamente
환자에게,Al paciente
말이여,Palabras
아니라는,No
누구요,Quien es
뭐하고,Qué hacer
동시에,Al mismo tiempo
open,Abierto
좋겠다,Te envidio
어떤가,Cómo
받았어요,recibió
떨어진,caído
다야,Ya
렉시,Léxico
사장님,presidente
싸우고,Lucha
오후,tarde
침대,cama
save,ahorrar
once,una vez
apos,APO
서로를,El uno al otro
숨어,detrás
부르지,Llamar
together,Juntos
꽤나,bastante
등,etc.
위험해,Peligroso
head,cabeza
exactly,exactamente
잘됐네,Bien hecho
새끼가,Cachorro
가방,bolsa
발을,Paso
너희들이,Ustedes
캡틴,capitán
앤디,Andy
레지던트,Residente
레이,Poner
돌아온,espalda
부터,de
쏴,Disparar
약간의,Levemente
필요로,Necesario
책을,Libros
명령을,Dominio
아내는,Esposa
메러디스가,Melodías
yourself,TÚ MISMO
애디슨,Adison
물어,morder
선생,profesor
번만,Solamente
killed,Delicado
옳지,Derecha
않아서,Después
인생은,La vida es
왜죠,Por qué
시애틀,Seattle
안다고,lo sé
돌아와,Regresar
낼,Yan
하나님,padre
꿈,sueño
말했지,Yo dije
워,Woah
아야,Ay
왕이,Rey
아예,En absoluto
말하길,Habló
맥주,cerveza
서서,De pie
않는다면,Que no
son,hijo
말인데,Palabra
방으로,En la habitación
달려,correr
녀석을,Tipo
내려놔,Bajalo
똑같이,mismo
여행,Viaje
하느님,Dios
가치가,Valor
kind,tipo
뭐하는거야,qué haces
유명한,famoso
누구든,Quien
듣지,Escuchar
놈들을,Tipo
혈액,sangre
카메라,cámara
버리고,Abandonar
생각이야,Pensamiento
이야,Sí
found,Fundar
결과,resultado
아버진,Padre
엎드려,Acostada
지구,tierra
않네,No
맡아,En cargo
물어봐,pedir
하셨죠,Lo hiciste
밤을,Noche
드세요,Por favor come
어디가,Dónde
하겠어,lo haré
함,caja
때문이지,Porque
그랬죠,Hice
받았어,Yo lo recibí
without,Sin que
전까진,Hasta antes
looking,Buscando
예전,Anterior
행동을,Acción
군,ejército
생각하면,Si tú lo piensas
today,Este Dia
번이나,Orientado
hold,mantener
넣고,En
없으니,Sin que
돈도,Dinero
있으세요,Tienes
잠이,dormir
수술실,sala de operaciones
bring,traer
경찰에,A la policía
칼을,Cuchillo
나이,años
행복하게,felizmente
오게,Venir
듯,Como si
시체를,El cuerpo
나보고,yo reporto
떠나지,Abandonar
하려는,Ser - estar
아니니까,Porque no
부르는,vocativo
싶다면,Si quieres
저요,Yo
말로는,En palabras
현지어,Local
만나게,Reunir
보이는데,yo lo veo
이번에,esta vez
없게,Sin que
오히려,bastante
그렇겠지,Sí
그만해요,para
바꿀,Cambio
사랑한다고,yo digo te amo
괜찮으세요,Estás bien
남편을,Esposo
alone,solo
의미가,Sentido
아서,Arturo
견딜,Duradero
자네에게,Para ti
것들이,Cosas
학교에,en la escuela
모자,sombrero
거군요,Es eso
여자의,Femenino
갈거야,Voy
더욱,Más
루디,Rudín
해봐요,Hazlo
노래를,canción
선생님을,Maestro
자가,uno mismo
사람들의,De la gente
소식이,Las noticias
편지를,La carta
일부러,Intencionalmente
세게,Más difícil
play,Tocar
말했어요,Yo dije
좋네,Bueno
시작해,Comenzando
거였어,Fue
전쟁,Guerra
프랑스,Francia
비록,A pesar de que
기다릴,Esperando
들었는데,he oído
understand,comprender
없이는,Sin que
엄청나게,grandísimo
혈압이,Presión arterial
여자랑,Con una mujer
들어봐요,Escuchar
모두에게,a todos
밝혀주세요,Por favor revele
인생이,Vida
사,comprar
걱정할,Preocuparse
아이의,Niño
빠진,Omitido
된다면,Si
축하해,felicitación
family,Familia
데가,Dega
아니란,No
정신을,Espíritu
않다,no
배리,Barry
쉴,Descansar
어떻게든,De alguna manera
언니가,Hermana
생각했어요,Pensé
최소한,al menos
혹은,o
대해선,Algas marinas
달이,La luna es
이제야,Ahora
삶의,Vida
이대로,como esto
하긴,pero
좋다고,Bueno
인생,vida
예를,ejemplo
ser,Ser
문이,Puerta
watch,Reloj
어떤지,Qué
파티,fiesta
손님,Invitado
수술실로,Al quirófano
쉽지,Fácil
power,energía
그만둬,deténgase
방에서,En la habitación
일인지,Trabajar
끝이야,Se acabó
알잖아요,sabes
종류의,mas o menos
둘다,ambas cosas
하는게,Haciendo
수많은,Incontable
어쩌다,En cualquier sitio
